rssi, rscp, ecio, rsrp, rsrq, bars, sinr, end, datetime
-75, 0, 0, -106, -12, 2, 2, , 2020-08-21T21:21:26.650505
-75, 0, 0, -107, -12, 2, 2, , 2020-08-21T21:21:27.993582
-75, 0, 0, -107, -12, 2, 2, , 2020-08-21T21:21:29.335659
-75, 0, 0, -107, -12, 2, 3, , 2020-08-21T21:21:30.672735
-75, 0, 0, -107, -12, 2, 3, , 2020-08-21T21:21:32.013812
-75, 0, 0, -107, -12, 2, 3, , 2020-08-21T21:21:33.369890
-75, 0, 0, -106, -12, 2, 4, , 2020-08-21T21:21:34.709966
-75, 0, 0, -106, -12, 2, 4, , 2020-08-21T21:21:36.050043
-75, 0, 0, -106, -13, 2, 1, , 2020-08-21T21:21:37.407121
-75, 0, 0, -106, -13, 2, 1, , 2020-08-21T21:21:38.751197
-75, 0, 0, -106, -12, 2, 2, , 2020-08-21T21:21:40.086274
-75, 0, 0, -106, -12, 2, 2, , 2020-08-21T21:21:41.450352
-73, 0, 0, -106, -12, 2, 2, , 2020-08-21T21:21:42.793429
-73, 0, 0, -106, -12, 2, 2, , 2020-08-21T21:21:44.127505
-73, 0, 0, -106, -12, 2, 2, , 2020-08-21T21:21:45.470582
-73, 0, 0, -107, -14, 2, 1, , 2020-08-21T21:21:46.835660
-73, 0, 0, -107, -14, 2, 1, , 2020-08-21T21:21:48.208738
-73, 0, 0, -106, -13, 2, 1, , 2020-08-21T21:21:49.547815
-73, 0, 0, -106, -13, 2, 1, , 2020-08-21T21:21:50.906893
-75, 0, 0, -106, -12, 2, 3, , 2020-08-21T21:21:52.230968
-75, 0, 0, -106, -12, 2, 3, , 2020-08-21T21:21:53.553044
-75, 0, 0, -106, -12, 2, 3, , 2020-08-21T21:21:54.904121
-75, 0, 0, -106, -12, 2, 3, , 2020-08-21T21:21:56.228197
-75, 0, 0, -106, -12, 2, 3, , 2020-08-21T21:21:57.553273
-75, 0, 0, -107, -12, 2, 1, , 2020-08-21T21:21:58.896350
-75, 0, 0, -107, -12, 2, 1, , 2020-08-21T21:22:00.228426
-75, 0, 0, -106, -12, 2, 1, , 2020-08-21T21:22:01.567502
