rssi, rscp, ecio, rsrp, rsrq, bars, sinr, end, datetime
-71, 0, 0, -105, -14, 2, 5, , 2020-08-18T12:45:21.825705
-71, 0, 0, -105, -14, 2, 5, , 2020-08-18T12:45:23.144781
-71, 0, 0, -101, -13, 3, 8, , 2020-08-18T12:45:24.463856
-71, 0, 0, -101, -13, 3, 8, , 2020-08-18T12:45:25.783932
-71, 0, 0, -104, -14, 3, 3, , 2020-08-18T12:45:27.108007
-71, 0, 0, -104, -14, 3, 3, , 2020-08-18T12:45:28.426083
-73, 0, 0, -105, -13, 2, 5, , 2020-08-18T12:45:29.725157
-73, 0, 0, -105, -13, 2, 5, , 2020-08-18T12:45:31.047233
-73, 0, 0, -105, -13, 2, 5, , 2020-08-18T12:45:32.368308
-71, 0, 0, -106, -14, 2, 2, , 2020-08-18T12:45:33.684384
-71, 0, 0, -106, -14, 2, 2, , 2020-08-18T12:45:34.983458
-71, 0, 0, -106, -14, 2, 3, , 2020-08-18T12:45:36.285532
-71, 0, 0, -106, -14, 2, 3, , 2020-08-18T12:45:37.585607
-71, 0, 0, -105, -13, 2, 2, , 2020-08-18T12:45:38.905682
-71, 0, 0, -105, -13, 2, 2, , 2020-08-18T12:45:40.205757
-73, 0, 0, -105, -13, 2, 4, , 2020-08-18T12:45:41.529832
-73, 0, 0, -105, -13, 2, 4, , 2020-08-18T12:45:42.860908
-73, 0, 0, -105, -13, 2, 4, , 2020-08-18T12:45:44.205985
-73, 0, 0, -106, -13, 2, 1, , 2020-08-18T12:45:45.542062
-73, 0, 0, -106, -13, 2, 1, , 2020-08-18T12:45:46.866138
-73, 0, 0, -105, -13, 2, 4, , 2020-08-18T12:45:48.183213
-73, 0, 0, -105, -13, 2, 4, , 2020-08-18T12:45:49.522289
-71, 0, 0, -104, -13, 3, 6, , 2020-08-18T12:45:50.883367
-71, 0, 0, -104, -13, 3, 6, , 2020-08-18T12:45:52.203443
-71, 0, 0, -103, -13, 3, 6, , 2020-08-18T12:45:53.526518
-71, 0, 0, -103, -13, 3, 6, , 2020-08-18T12:45:54.863595
-71, 0, 0, -103, -13, 3, 6, , 2020-08-18T12:45:56.184671
-71, 0, 0, -105, -14, 2, 4, , 2020-08-18T12:45:57.499746
-71, 0, 0, -105, -14, 2, 4, , 2020-08-18T12:45:58.861824
-73, 0, 0, -107, -14, 2, 3, , 2020-08-18T12:46:00.164898
-73, 0, 0, -107, -14, 2, 3, , 2020-08-18T12:46:01.481974
-73, 0, 0, -107, -14, 2, 5, , 2020-08-18T12:46:02.818050
-73, 0, 0, -107, -14, 2, 5, , 2020-08-18T12:46:04.132125
-73, 0, 0, -107, -14, 2, 5, , 2020-08-18T12:46:05.456201
-73, 0, 0, -105, -14, 2, 3, , 2020-08-18T12:46:06.810278
-73, 0, 0, -105, -14, 2, 3, , 2020-08-18T12:46:08.115353
-71, 0, 0, -100, -12, 3, 10, , 2020-08-18T12:46:09.430428
-71, 0, 0, -100, -12, 3, 10, , 2020-08-18T12:46:10.773505
-71, 0, 0, -105, -11, 2, 7, , 2020-08-18T12:46:12.095581
-71, 0, 0, -105, -11, 2, 7, , 2020-08-18T12:46:13.412656
-71, 0, 0, -104, -14, 3, 6, , 2020-08-18T12:46:14.730731
-71, 0, 0, -104, -14, 3, 6, , 2020-08-18T12:46:16.053807
-71, 0, 0, -104, -14, 3, 6, , 2020-08-18T12:46:17.376883
-71, 0, 0, -105, -13, 2, 3, , 2020-08-18T12:46:18.724960
-71, 0, 0, -105, -13, 2, 3, , 2020-08-18T12:46:20.034035
-73, 0, 0, -104, -12, 3, 7, , 2020-08-18T12:46:21.355110
-73, 0, 0, -104, -12, 3, 7, , 2020-08-18T12:46:22.672186
-70, 0, 0, -103, -13, 3, 7, , 2020-08-18T12:46:23.995261
-70, 0, 0, -103, -13, 3, 7, , 2020-08-18T12:46:25.315337
-72, 0, 0, -105, -14, 2, 6, , 2020-08-18T12:46:26.650413
-72, 0, 0, -105, -14, 2, 6, , 2020-08-18T12:46:27.968488
-72, 0, 0, -105, -14, 2, 6, , 2020-08-18T12:46:29.293564
-72, 0, 0, -105, -14, 2, 4, , 2020-08-18T12:46:30.613640
-72, 0, 0, -105, -14, 2, 4, , 2020-08-18T12:46:31.951716
-72, 0, 0, -106, -14, 2, 3, , 2020-08-18T12:46:33.267792
-72, 0, 0, -106, -14, 2, 3, , 2020-08-18T12:46:34.595868
-72, 0, 0, -107, -14, 2, 4, , 2020-08-18T12:46:35.911943
-72, 0, 0, -107, -14, 2, 4, , 2020-08-18T12:46:37.213017
-75, 0, 0, -107, -14, 2, 2, , 2020-08-18T12:46:38.537093
-75, 0, 0, -107, -14, 2, 2, , 2020-08-18T12:46:39.848168
-75, 0, 0, -107, -14, 2, 2, , 2020-08-18T12:46:41.170244
