rssi, rscp, ecio, rsrp, rsrq, bars, sinr, end, datetime
-83, 0, 0, -115, -12, 1, 4, , 2020-08-15T23:49:12.451495
-83, 0, 0, -115, -11, 1, 3, , 2020-08-15T23:49:13.786571
-83, 0, 0, -115, -11, 1, 3, , 2020-08-15T23:49:15.123648
-83, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:16.329717
-83, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:17.534786
-83, 0, 0, -114, -11, 2, 2, , 2020-08-15T23:49:18.876862
-83, 0, 0, -114, -11, 2, 2, , 2020-08-15T23:49:20.225939
-83, 0, 0, -115, -11, 1, 4, , 2020-08-15T23:49:21.587017
-83, 0, 0, -115, -11, 1, 4, , 2020-08-15T23:49:22.954096
-83, 0, 0, -115, -11, 1, 4, , 2020-08-15T23:49:24.305173
-83, 0, 0, -114, -11, 2, 4, , 2020-08-15T23:49:25.624248
-83, 0, 0, -114, -11, 2, 4, , 2020-08-15T23:49:26.985326
-83, 0, 0, -109, -10, 2, 4, , 2020-08-15T23:49:28.345404
-83, 0, 0, -109, -10, 2, 4, , 2020-08-15T23:49:29.685481
-83, 0, 0, -115, -11, 1, 3, , 2020-08-15T23:49:31.045558
-83, 0, 0, -115, -11, 1, 3, , 2020-08-15T23:49:32.385635
-83, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:33.723712
-83, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:35.067788
-83, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:36.387864
-80, 0, 0, -114, -13, 2, 2, , 2020-08-15T23:49:37.740941
-80, 0, 0, -114, -13, 2, 2, , 2020-08-15T23:49:39.104019
-84, 0, 0, -114, -12, 2, 3, , 2020-08-15T23:49:40.325089
-84, 0, 0, -114, -12, 2, 3, , 2020-08-15T23:49:41.649165
-84, 0, 0, -114, -11, 2, 4, , 2020-08-15T23:49:43.023243
-84, 0, 0, -114, -11, 2, 4, , 2020-08-15T23:49:44.365320
-84, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:45.701397
-84, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:47.043473
-84, 0, 0, -114, -12, 2, 4, , 2020-08-15T23:49:48.262543
-80, 0, 0, -110, -10, 2, 3, , 2020-08-15T23:49:49.602620
-80, 0, 0, -110, -10, 2, 3, , 2020-08-15T23:49:50.950697
-83, 0, 0, -114, -12, 2, 3, , 2020-08-15T23:49:52.280773
-83, 0, 0, -114, -12, 2, 3, , 2020-08-15T23:49:53.623850
-83, 0, 0, -113, -10, 2, 4, , 2020-08-15T23:49:54.956926
-83, 0, 0, -113, -10, 2, 4, , 2020-08-15T23:49:56.266001
-83, 0, 0, -114, -11, 2, 4, , 2020-08-15T23:49:57.642080
-83, 0, 0, -114, -11, 2, 4, , 2020-08-15T23:49:58.993157
-83, 0, 0, -114, -11, 2, 4, , 2020-08-15T23:50:00.306232
